韻	字	簡化字	推導音	校正音	註	字頻
y	鷀		cy2			0
e	勊		ke1			0
in	歏		jin4			0
i	卟		ji1			0
i	卟		qi3			0
o	詥		heo2			0
iu	忬		yu4			0
ou	叴		qou2			0
o	袏		zuo4			0
ung	騘		cung1			0
in	珉		min2			0
an	剈		yuan1			0
ai	蕒		mai3			0
an	懕		yan1			0
a	諣		hua4			0
u	鱬		rhu1			0
u	鱬		rhu2			0
ung	葼		zung1			0
a	龖		da2			0
en	馚		fen2			0
u	趢		lu1			0
iu	趢		liu1			0
ai	膪		zhuai4			0
a	膪		zha4			0
an	圱		cian1			0
eng	榺		sheng4			0
ai	瑇		dai4			0
u	瑇		du2			0
an	僴		jan3			0
ing	庁		ting1			0
i	閇		bi4			0
u	樎		shu1			0
un	堚		hun2			0
iu	焴		yu1			0
ang	鱂		ziang1			0
en	曑		shen1			0
a	釟		ba1			0
ai	査		chai2			0
a	査		zha1			0
a	査		cha2			0
iu	嬃		siu1			0
u	禄		lu1			0
ing	麖		jing1			0
ui	餯		hui4			0
o	駄		duo4			0
an	僊	仙	sian1			0
an	臔		xan4			0
ai	籭		shai1			0
y	籭		shy1			0
ing	灵		ling2			0
o	樜		zheo4			0
u	樜		shu4			0
eng	冡		meng2			0
ui	儶		hui4			0
ung	箽		dung3			0
an	臁		lian2			0
ing	跉		ling2			0
an	僋		tan1			0
an	僋		lan4			0
an	僋		tan4			0
an	囏		jan1			0
iu	棛		yu1			0
an	嗹		lian2			0
e	飻		tie1			0
iu	寽		liu1			0
en	穼		shen1			0
ang	蚄		fang1			0
o	貈		heo2			0
ang	侊		guang1			0
ung	侊		gung1			0
ai	猍		lai2			0
a	喎		kua1			0
in	吣		cin4			0
ai	娧		tai4			0
e	娧		yue1			0
an	醶		chan3			0
an	醶		lan3			0
ang	詇		yang3			0
ang	詇		yang4			0
ing	詇		ying4			0
ung	泈		zhung1			0
an	鱓		shan4			0
un	蓘		gun3			0
i	鳨		li1			0
an	广		yan3			0
an	緾		chan2			0
o	匌		geo1			0
o	匌		keo1			0
an	夐		xuan4			0
eng	傡		beng4			0
i	鮧		ti2			0
i	鮧		yi2			0
in	溵		yin1			0
ou	璹		shou4			0
u	璹		shu2			0
iu	賉		siu1			0
iu	虚		qu1			0
iu	虚		xu1			0
ou	豞		hou4			0
ou	兠		dou1			0
o	鉢		buo1			0
au	顦		ciau2			0
u	哹		fu1			0
u	哹		fu2			0
a	沞		za1			0
u	术		shu2			0
u	术		zhu2			0
u	隺		hu2			0
ai	懀		wai4			0
ui	懀		wui4			0
a	韤		wa1			0
an	鑹		cuan4			0
e	璏		yue1			0
ui	璏		wui4			0
y	璏		zhy4			0
y	尔		el3			0
u	肗		rhu3			0
iun	貟		yun4			0
o	喥		duo2			0
ou	匶		jou4			0
a	阸		ya4			0
e	阸		e1			0
iung	慂		yung3			0
an	惗		sian4			0
e	惗		nie1			0
ing	剠		qing2			0
au	橰		gau1			0
au	軳		pau2			0
an	攅		zan4			0
an	攅		zuan4			0
i	邌		li2			0
e	垎		he2			0
e	衇		me1			0
e	佉		qe1			0
an	譱		shan4			0
au	訆		jau4			0
ui	甤		rhui2			0
ui	甤		rhui3			0
u	庩		tu1			0
ou	吺		dou1			0
ung	碽		gung1			0
an	忓		gan1			0
an	忓		han4			0
e	歰		she1			0
u	圣		ku1			0
u	炢		zhu2			0
i	焷		bi1			0
i	焷		pi2			0
en	燌		fen2			0
en	齓		chen3			0
un	僢		chun3			0
ui	聭		gui4			0
ang	瓺		chang2			0
ang	瓺		zhang4			0
an	犏		pian1			0
e	娔		ke1			0
an	貛		huan1			0
an	爤		lan4			0
e	唶		zie4			0
ai	魪		jai4			0
a	髿		sha1			0
o	髿		suo1			0
iun	蒀		yun1			0
o	挅		duo4			0
eng	椉		cheng2			0
an	隌		an3			0
in	隌		yin1			0
a	冎		gua3			0
ang	掚		liang3			0
e	餩		e1			0
an	馾		dan4			0
an	擀		gan3			0
an	盌		wan3			0
an	慙		can2			0
in	齽		jin4			0
ui	蘂		rhui3			0
an	圌		chuan2			0
ui	圌		chui2			0
e	玏		le1			0
un	崐		gun1			0
eng	劥		keng1			0
ui	猤		gui4			0
au	暭		hau4			0
i	檵		ji4			0
un	謴		gun4			0
e	嗋		xe1			0
ui	衞		wui4			0
i	卤		si1			0
an	翧		xuan1			0
an	鯿		ban1			0
an	鯿		bian1			0
i	梞		ji4			0
au	皢		xau3			0
in	粦		lin2			0
in	粦		lin4			0
an	冸		pan4			0
o	笿		luo1			0
au	噍		ziau1			0
au	噍		ziau4			0
ang	牥		fang1			0
ang	窓		chuang1			0
a	垡		fa2			0
an	断		duan4			0
ung	榵		rhung2			0
un	蟁		wun2			0
ou	敂		gou3			0
an	囋		san4			0
a	囋		za2			0
an	譞		xuan1			0
in	麐		lin2			0
in	麐		lin4			0
au	枖		yau1			0
iu	昫		xu4			0
in	樳		sin2			0
ui	鮾		nui3			0
i	艃		li2			0
un	啍		tun2			0
ui	瓌		gui1			0
iung	苘		qung3			0
ang	浝		mang2			0
a	嗢		wa1			0
u	嗢		wu1			0
a	忦		ja1			0
o	襵		zheo1			0
au	燺		kau3			0
u	箓		lu1			0
ang	輰		yang2			0
an	桊		juan4			0
ang	牎		chuang1			0
an	孨		zhuan3			0
an	孨		zhuan4			0
i	孨		ni1			0
au	臯		gau1			0
ai	隶		dai4			0
i	隶		yi4			0
an	厸		mian3			0
ang	缻		xang2			0
in	懄		qin2			0
ui	幑		hui1			0
eng	秔		geng1			0
i	跜		ni2			0
i	韠		bi1			0
ung	蹱		chung1			0
ung	蹱		zhung1			0
ung	蹱		chung4			0
ang	丄		shang4			0
u	倐		shu1			0
an	誗		chan2			0
e	戜		die2			0
ang	蚟		wang2			0
iu	鰸		qu1			0
ou	玽		gou3			0
o	鈼		zuo2			0
ui	塠		dui1			0
an	糣		san3			0
a	狧		ta1			0
an	裫		yuan4			0
o	椁		guo1			0
ui	笍		rhui4			0
ui	笍		zhui4			0
?	茝		?			0
y	茝		zhy3			0
ang	尣		wang1			0
ai	佅		mai4			0
ai	顋		sai1			0
ung	埪		kung1			0
au	翺		au2			0
ui	噿		zui3			0
?	疓		?			0
a	圔		ya1			0
e	讗		gue1			0
ui	讗		hui2			0
y	礠		cy2			0
i	帺		ji4			0
ai	懛		dai1			0
an	遦		guan4			0
an	歬		cian2			0
au	藳		gau3			0
an	絸		jan3			0
au	勽		bau4			0
un	勽		wun3			0
e	匧		qe1			0
o	炦		buo2			0
au	槀		gau3			0
u	扝		ku1			0
u	扝		wu1			0
e	虵		ye3			0
i	虵		yi2			0
o	虵		cheo2			0
i	磶		si1			0
u	坿		fu2			0
u	坿		fu4			0
y	侙		chy1			0
i	擟		mi2			0
o	鍦		cheo2			0
y	鍦		shy1			0
y	鍦		shy4			0
a	桬		sha1			0
e	飷		zie3			0
y	誀		el2			0
y	誀		el4			0
ui	洅		zui3			0
an	蚈		qan1			0
eng	徎		zheng3			0
ing	徎		ting3			0
y	銐		chy4			0
y	銐		zhy4			0
eng	鬡		neng2			0
e	鞾		xue1			0
i	櫀		qi2			0
o	蹃		nuo1			0
o	驋		buo1			0
in	鱏		sin2			0
in	鱏		yin2			0
ui	潙		gui1			0
ui	潙		wui2			0
i	絥		bi4			0
u	絥		fu2			0
eng	鸎		eng1			0
o	龣		juo1			0
u	龣		lu1			0
an	鄼		zan4			0
an	鄼		zuan3			0
an	嘾		dan4			0
ou	飍		xou1			0
an	繎		rhan2			0
an	繎		rhuan2			0
y	孠		sy4			0
ung	嵤		hung2			0
au	煼		chau3			0
u	鎐		zu1			0
an	琕		pian2			0
i	骶		di4			0
ui	魋		tui2			0
ang	儾		nang4			0
a	姹		cha3			0
ui	垒		lui3			0
ui	垒		lui4			0
y	丗		shy4			0
i	涖		li4			0
i	蜝		qi2			0
ui	憞		dui4			0
e	疦		jue1			0
e	疦		xue1			0
an	玪		jan1			0
ei	衃		pei1			0
u	衃		fu1			0
un	櫄		chun1			0
o	彍		guo1			0
o	彍		huo1			0
u	瓐		lu2			0
ou	髤		xou1			0
i	弌		yi1			0
an	莟		han4			0
ou	鞧		ciou1			0
e	溭		zhe2			0
a	娺		zhua1			0
ui	娺		zhui1			0
i	霼		xi3			0
i	霼		xi4			0
o	湂		eo1			0
an	扊		yan3			0
an	寏		huan2			0
i	凓		li1			0
i	濗		mi1			0
i	嵠		qi1			0
ing	蚲		ping2			0
ou	骺		hou2			0
au	襃		bau1			0
au	觘		chau4			0
iu	穥		yu4			0
ung	葱		cung1			0
y	烾		chy1			0
au	嘐		jau1			0
au	嘐		xau1			0
an	迁		cian1			0
e	剨		hue1			0
i	餥		fi1			0
i	餥		fi3			0
i	瞦		xi1			0
in	薲		pin2			0
ou	瘻		lou4			0
iu	瘻		liu2			0
an	詃		juan3			0
u	嵍		wu4			0
eng	蝱		meng2			0
u	趗		cu1			0
i	庡		yi3			0
in	鮣		yin4			0
ang	閧		xang4			0
ung	閧		hung4			0
an	猨		yuan2			0
u	窹		wu4			0
e	彠		hue2			0
iu	彠		yu1			0
o	奤		puo1			0
?	遪		?			0
ang	畼		chang4			0
ou	醔		chou1			0
in	訙		sin4			0
o	炪		zhuo1			0
u	炪		chu1			0
ing	紷		ling2			0
an	蕇		dian3			0
au	噑		hau2			0
an	囦		yuan1			0
au	餆		yau2			0
in	悋		lin4			0
u	暏		du3			0
e	菍		nie1			0
au	敎		jau4			0
an	苷		gan1			0
i	焁		xi1			0
u	户		hu4			0
ang	痮		zhang4			0
an	疃		tuan3			0
iu	圄		yu3			0
ung	崈		chung2			0
i	鸊		bi2			0
o	馛		buo2			0
iun	愠		yun4			0
an	碱		jan3			0
au	嗃		xau1			0
au	嗃		xau4			0
o	嗃		heo1			0
iun	橒		yun2			0
i	秛		pi1			0
i	秛		pi4			0
u	陚		fu4			0
i	旣		ji4			0
an	衦		gan3			0
o	焫		rhuo1			0
au	骲		bau4			0
o	骲		buo2			0
u	骲		pu1			0
i	肶		pi2			0
ui	噅		hui1			0
ing	緈		xing4			0
ou	闘		dou4			0
o	嵳		cuo2			0
eng	竲		zeng1			0
ing	竲		cing2			0
an	詽		tian1			0
an	詽		yan2			0
au	皃		mau4			0
o	皃		muo1			0
eng	鴊		zheng1			0
eng	鴊		zheng4			0
an	溓		lian2			0
an	溓		lian3			0
e	熭		yue1			0
ui	熭		wui4			0
au	夲		tau1			0
en	夲		ben3			0
a	囃		ca1			0
ing	竛		ling2			0
ing	凭		ping2			0
ing	凭		bing4			0
i	籴		di2			0
iung	胷		xung1			0
au	賿		lau2			0
i	冂		mi1			0
o	誐		eo2			0
in	洕		yin4			0
an	尟		sian3			0
y	茡		zy4			0
i	达		ti4			0
o	啅		zhuo1			0
u	瓄		du2			0
ui	顇		cui4			0
an	葏		zian1			0
an	飜		fan1			0
ou	酭		you4			0
y	秲		shy4			0
y	秲		zhy4			0
iun	匀		yun2			0
an	鰊		lian4			0
an	蠒		jan3			0
eng	漨		feng2			0
ang	桒		sang1			0
an	鑚		zuan1			0
an	鑚		zuan4			0
un	媆		nun4			0
e	趔		lie1			0
au	猫		miau2			0
a	翈		xa2			0
an	轓		fan1			0
ai	躧		shai3			0
y	躧		shy3			0
an	弲		xuan1			0
an	弲		yuan1			0
au	憹		nau2			0
ung	憹		nung2			0
i	睂		mi2			0
ou	廇		liou4			0
i	蟍		li2			0
an	偘		kan4			0
ang	糛		tang2			0
iu	籰		yu1			0
ou	飳		tou3			0
u	宊		tu1			0
ing	誔		ding4			0
in	嚬		pin2			0
eng	爯		cheng1			0
un	昷		wun1			0
i	亼		zi2			0
au	啁		zhau1			0
ou	啁		zhou1			0
an	遃		yan3			0
i	櫔		li4			0
a	叚		ja3			0
e	呫		tie1			0
o	倮		luo3			0
u	鬴		fu4			0
un	輼		wun1			0
e	恎		die2			0
an	詪		xan4			0
en	詪		gen3			0
en	詪		gen4			0
an	园		wan2			0
ai	慸		chai4			0
i	慸		di4			0
y	慸		chy4			0
an	嚂		han3			0
an	嚂		kan4			0
an	嚂		lan4			0
an	螌		ban1			0
iu	璖		qu2			0
i	邮		di2			0
ou	邮		you2			0
au	朷		dau1			0
u	朷		mu1			0
ou	剅		dou1			0
ou	剅		lou2			0
eng	珄		sheng1			0
ang	灙		dang3			0
u	犃		bu4			0
au	倄		xau2			0
?	倄		?			0
e	悏		qe1			0
ou	畂		liou4			0
ou	瑬		liou2			0
u	焅		ku1			0
ai	漑		gai4			0
i	漑		ji4			0
o	袔		heo4			0
i	瞖		yi4			0
an	堟		zhuan4			0
u	栿		fu2			0
au	烄		gau4			0
au	烄		jau3			0
an	孉		quan2			0
au	竈		zau4			0
e	擌		she1			0
in	凚		jin4			0
u	絝		ku4			0
u	荹		pu2			0
u	荹		bu4			0
o	舎		sheo4			0
en	餴		fen1			0
o	髉		buo1			0
iun	陖		siun4			0
ou	遚		chou4			0
i	淧		mi1			0
eng	稉		geng1			0
iung	訩		xung1			0
an	眫		pan4			0
i	矀		mi2			0
i	矀		vi2			0
eng	篈		feng1			0
in	乑		yin2			0
ing	籝		ying2			0
an	臤		kan1			0
an	臤		qan1			0
an	臤		xan2			0
in	臤		qin4			0
ou	櫾		you2			0
ou	櫾		you4			0
en	犇		ben1			0
an	贎		wan4			0
o	涹		wo1			0
an	谸		cian1			0
u	捒		shu4			0
e	齚		zhe2			0
ui	譢		sui4			0
ung	宂		rhung3			0
an	甉		xan2			0
an	甉		xan4			0
an	啉		lan2			0
i	瓈		li2			0
i	蹏		ti2			0
ung	葓		hung2			0
ing	曔		jing4			0
an	絙		huan2			0
eng	絙		geng1			0
i	忚		xi1			0
o	鋜		zhuo2			0
iun	裠		qun2			0
u	軤		hu1			0
ang	䇦		ang3			0
an	漤		lan3			0
a	攨		wa4			0
in	黅		jin1			0
in	癊		yin4			0
ui	蛕		hui2			0
ui	蛕		hui3			0
in	顖		sin4			0
o	矟		shuo1			0
ung	聦		cung1			0
iung	駫		jung1			0
eng	筬		cheng2			0
un	睴		gun4			0
un	睴		hun4			0
an	傆		yuan4			0
i	嚊		pi4			0
un	碖		lun3			0
un	碖		lun4			0
u	儛		wu3			0
i	翄		qi2			0
y	翄		shy4			0
an	轏		shan4			0
ou	遱		lou2			0
ei	肧		pei1			0
u	肧		fu1			0
i	鐴		bi1			0
ung	憽		sung1			0
au	獆		hau2			0
ing	畊		ping2			0
un	滣		chun2			0
o	瑴		juo1			0
u	瑴		gu1			0
a	俹		ya4			0
i	侎		mi3			0
u	堗		du2			0
ou	丣		you3			0
ang	样		zang1			0
ang	样		yang2			0
i	戻		ti4			0
ing	孁		ling2			0
an	糄		bian3			0
iu	噳		yu3			0
u	腽		wu1			0
ui	嬀		gui1			0
an	涏		dian4			0
ing	涏		ding4			0
o	鎛		buo1			0
ung	倲		dung1			0
ang	脼		liang3			0
an	硂		ciuan1			0
ung	凇		sung4			0
iung	凇		siung1			0
a	哵		ba1			0
eng	仹		feng1			0
o	咊		huo2			0
in	訡		yin2			0
u	妬		du4			0
ou	侸		dou1			0
an	噉		dan4			0
an	旔		jan4			0
a	蹹		da2			0
au	鼂		chau2			0
i	倈		li2			0
u	錊		zu1			0
i	袣		yi4			0
au	樤		tiau2			0
au	疱		bau4			0
au	疱		pau4			0
ang	壃		jang1			0
an	鯅		shan1			0
en	杒		rhen4			0
an	鳫		yan4			0
e	繬		she1			0
an	攑		qan1			0
in	斦		yin2			0
ou	鞲		gou1			0
an	渷		yuan3			0
u	齭		chu3			0
u	齭		shu3			0
ang	蠎		mang3			0
ing	龗		ling2			0
o	礘		eo1			0
ung	嚝		hung1			0
o	眜		muo1			0
an	郉		qan1			0
ung	搑		rhung2			0
ung	搑		rhung3			0
ung	揔		zung3			0
ui	僞		wui4			0
o	仢		shuo2			0
ung	鉵		tung2			0
a	帀		za1			0
e	鴂		jue1			0
y	唲		el2			0
i	殹		yi4			0
ou	鏉		sou1			0
ou	鏉		shou4			0
ou	鏉		sou4			0
an	煊		xuan1			0
an	烟		yan1			0
in	烟		yin1			0
iu	擧		yu2			0
i	賷		zi1			0
i	胿		xi2			0
ui	胿		gui1			0
i	肔		yi3			0
u	尗		shu1			0
u	玞		fu1			0
an	輡		kan3			0
ing	曐		sing1			0
in	鵭		qin2			0
ang	槺		kang1			0
un	揾		wun4			0
iun	揾		yun3			0
u	揾		wu1			0
ou	箃		zhou1			0
e	鰂		ze2			0
u	掓		shu1			0
u	丶		zhu3			0
un	黁		nun2			0
an	顚		dian1			0
an	顚		tian4			0
e	絬		sie1			0
a	睰		ma1			0
eng	鏳		cheng2			0
iun	煴		yun1			0
an	縁		yuan4			0
au	嚆		xau1			0
e	趌		je1			0
i	趌		ji1			0
i	趌		qi1			0
i	趌		ji2			0
i	圛		yi1			0
e	蠥		ye1			0
an	舩		chuan2			0
o	躶		luo3			0
y	秄		zy3			0
u	穙		bu2			0
ung	瑝		hung2			0
o	奯		huo1			0
an	膁		qan3			0
ang	餦		zhang1			0
i	佊		bi3			0
i	佊		bi4			0
u	啎		wu4			0
u	糓		gu1			0
e	孒		jue1			0
iu	孒		ju1			0
e	橜		jue1			0
e	橜		jue2			0
e	嫧		che1			0
e	嫧		zhe1			0
i	嫧		ci1			0
un	鵾		gun1			0
u	疎		shu1			0
u	疎		shu4			0
ou	箒		zhou3			0
i	栛		li4			0
a	誜		shua4			0
i	稧		xi4			0
i	鬽		mi4			0
ou	帿		hou2			0
a	迊		za1			0
ing	獍		jing4			0
i	壐		si3			0
i	艗		yi1			0
en	珢		gen1			0
en	珢		gen4			0
in	珢		yin2			0
iu	坥		ciu1			0
iu	坥		ciu4			0
au	肁		zhau4			0
iung	冋		jung1			0
iung	冋		xung4			0
iun	麕		jun1			0
e	檝		zie1			0
i	檝		zi2			0
o	圤		puo1			0
in	瀶		lin2			0
o	咹		eo1			0
an	瓹		juan4			0
e	孼		ye1			0
e	鴓		mie1			0
an	産		shan3			0
e	笧		che1			0
o	狢		heo2			0
ung	鯼		zung1			0
ung	鯼		zung4			0
iung	咏		yung4			0
a	榝		sha1			0
iu	鴪		yu1			0
iung	躳		jung1			0
a	邷		wa3			0
ai	曃		tai4			0
o	遌		eo1			0
ai	奒		kai1			0
iu	毱		ju2			0
i	蠇		li4			0
o	鈋		wo2			0
o	袜		muo1			0
au	麨		chau3			0
e	叶		xe2			0
ui	嗺		sui1			0
ui	嗺		zui1			0
ui	嗺		zui3			0
iu	嗺		ziu1			0
i	忾		xi1			0
au	芁		jau1			0
o	鰪		eo1			0
ung	辳		nung2			0
en	槇		zhen3			0
e	翓		xe2			0
y	杘		chy4			0
iu	鑺		qu2			0
i	悂		bi1			0
i	悂		pi1			0
an	檆		shan1			0
a	碒		pa1			0
u	愗		mu4			0
a	欛		ba4			0
u	嬻		du2			0
ui	頽		tui2			0
i	莅		li4			0
i	憙		xi3			0
i	憙		xi4			0
y	禩		sy4			0
y	袳		chy3			0
i	隷		li4			0
u	甶		fu1			0
y	衈		el4			0
ui	磓		dui1			0
ou	瑠		liou2			0
e	枂		yue1			0
o	枂		wo1			0
e	暬		nie1			0
au	蟂		jau1			0
ang	筕		hang2			0
eng	筕		heng2			0
iu	豛		yu1			0
au	俲		xau4			0
eng	悙		heng1			0
an	舚		tian1			0
an	舚		tian4			0
e	蠞		zie2			0
e	夨		zhe1			0
e	夨		lie1			0
iu	庽		yu4			0
an	襈		juan4			0
an	襈		shuan4			0
o	珏		juo1			0
u	鵐		wu2			0
eng	鋥		zheng4			0
ou	忧		you4			0
an	聮		lian2			0
ui	脃		cui4			0
au	媪		au3			0
i	扅		yi2			0
an	賆		pian2			0
iu	諊		ju1			0
an	籑		shuan4			0
au	巐		chau3			0
e	穕		cie1			0
o	剥		buo1			0
y	糦		chy4			0
an	塩		yan2			0
au	敫		jau4			0
i	敫		ji1			0
o	敫		yuo1			0
u	竪		shu4			0
ang	傏		tang2			0
o	脚		juo1			0
an	娨		xan4			0
an	餪		nuan3			0
i	挮		ti3			0
o	盋		buo1			0
an	顔		yan2			0
o	仛		duo2			0
au	釥		ciau3			0
iun	鯩		liun2			0
an	槵		huan4			0
eng	珹		cheng2			0
y	弑		shy4			0
a	喢		cha1			0
a	喢		sha1			0
o	喢		cheo1			0
o	喢		sheo1			0
in	邤		xin1			0
an	輱		xan2			0
ou	廐		jou4			0
au	柖		chau2			0
in	懚		yin4			0
au	衟		dau4			0
o	晫		chuo1			0
o	晫		zhuo1			0
e	蘖		ye1			0
o	蘖		eo1			0
i	耚		pi1			0
a	圠		ya1			0
u	炥		fu2			0
ui	頪		lui4			0
ou	瘶		sou4			0
au	効		xau4			0
au	稾		gau3			0
au	稾		kau4			0
en	屒		chen2			0
en	屒		zhen3			0
eng	浜		beng1			0
eng	浜		beng3			0
an	筨		han2			0
i	軆		ti3			0
i	嗌		yi1			0
an	噡		zhan1			0
y	杫		sy4			0
ang	慯		shang1			0
ang	慯		shang4			0
iung	搈		yung2			0
i	鮍		pi1			0
eng	鞕		eng4			0
a	蒳		na1			0
ui	厽		lui3			0
an	汘		cian1			0
a	駡		ma3			0
a	駡		ma4			0
in	瑨		zin4			0
ou	毭		dou4			0
a	赮		xa2			0
u	荲		chu1			0
iu	荲		xu1			0
y	荲		chy1			0
ung	屸		lung2			0
i	镾		mi2			0
u	頋		gu4			0
ang	枊		ang2			0
ang	枊		ang4			0
ai	丯		jai4			0
ang	鴹		yang2			0
an	錽		man3			0
u	煑		zhu3			0
an	僐		shan4			0
ou	矪		zhou1			0
an	椀		wan3			0
iun	攈		jun4			0
ou	妋		you1			0
u	妋		fu1			0
au	喓		yau1			0
a	眔		da2			0
i	鮷		ti2			0
ou	醻		chou2			0
i	襀		zi1			0
an	淃		juan4			0
i	魌		qi1			0
y	痓		chy4			0
ei	苝		bei4			0
ou	捜		shou1			0
an	飡		can1			0
i	罤		ti2			0
e	櫭		je2			0
i	曵		yi4			0
ung	嵸		zung1			0
an	贃		wan4			0
iung	檂		niung2			0
a	丅		xa4			0
an	嘕		xan1			0
au	莜		diau4			0
an	馠		han1			0
u	殬		du4			0
a	圿		ja1			0
an	胆		tan2			0
an	塡		tian2			0
an	塡		dian4			0
en	塡		zhen1			0
en	塡		zhen4			0
ai	鵣		lai4			0
y	竢		shy4			0
e	讁		zhe1			0
iung	贚		liung4			0
ou	㸸		hou3			0
ou	㸸		kou3			0
ou	㸸		ou3			0
u	豄		du2			0
e	糏		sie1			0
y	恜		chy1			0
o	癨		huo1			0
e	鵺		ye4			0
ang	掆		gang1			0
ang	掆		kang4			0
an	鄽		chan2			0
an	藊		bian3			0
ang	畕		jang1			0
ai	孡		tai1			0
ing	秢		ling2			0
ang	珦		shang4			0
ang	珦		xang4			0
u	黸		lu2			0
iu	埾		ziu4			0
ei	嶏		pei4			0
u	嶏		fu1			0
ang	猐		qang1			0
a	窡		zhua1			0
a	頢		hua2			0
o	頢		guo1			0
iu	稶		yu1			0
ai	簺		sai4			0
ang	偒		tang3			0
in	慜		min3			0
an	蹮		sian1			0
e	鴏		de2			0
iu	吕		liu3			0
eng	蠭		feng1			0
an	汅		mian3			0
an	姌		rhan3			0
an	姌		nian3			0
an	牑		bian1			0
iu	櫖		liu2			0
iu	櫖		liu4			0
iu	歫		ju4			0
an	瓪		ban3			0
iun	藴		yun3			0
iun	藴		yun4			0
an	尠		sian3			0
iu	尠		siu4			0
en	朲		rhen2			0
iung	銿		yung2			0
i	棃		li2			0
eng	佂		zheng1			0
ui	桘		chui2			0
in	壣		lin2			0
o	穤		nuo4			0
a	蝲		la1			0
a	鵶		ya1			0
y	弍		el4			0
e	徢		sie1			0
o	喦		rheo1			0
un	邨		tun2			0
an	輭		rhuan3			0
ang	餹		tang2			0
au	韒		siau4			0
an	勔		mian3			0
un	瑻		gun1			0
u	簶		lu1			0
y	稺		zhy4			0
eng	譄		zeng1			0
ai	絠		gai3			0
un	衮		gun3			0
e	撆		pie1			0
ang	鴋		fang1			0
ang	鴋		fang2			0
u	帍		hu4			0
ou	鬏		ziou1			0
e	鄓		ye1			0
i	刕		li2			0
ai	唻		lai2			0
ai	唻		lai3			0
u	橅		mu2			0
ui	靧		hui4			0
ou	輖		zhou1			0
i	禥		qi2			0
e	欮		jue1			0
i	狓		pi1			0
u	啒		gu1			0
u	啒		hu1			0
ang	牨		gang1			0
ai	譮		xai4			0
ang	疒		chuang2			0
e	疒		ne1			0
ui	鬹		gui1			0
en	絍		rhen4			0
a	囐		za2			0
an	揞		an3			0
an	揞		yan4			0
an	彡		shan1			0
an	彡		sian1			0
au	緢		miau2			0
au	緢		mau3			0
au	緢		mau4			0
au	奥		au4			0
ou	矦		hou2			0
e	卩		zie1			0
un	忶		hun2			0
iun	忶		yun4			0
iung	髸		jung1			0
a	厓		ya2			0
o	蠚		heo1			0
o	蠚		chuo1			0
a	鰢		ma3			0
ang	匨		zang1			0
o	逪		cuo1			0
i	醿		mi2			0
i	旇		pi1			0
i	旇		bi4			0
ui	婎		hui1			0
ui	婎		hui4			0
ing	靐		bing4			0
an	葲		ciuan2			0
u	嘑		hu1			0
y	亖		sy4			0
ai	馤		ai4			0
an	傪		can1			0
an	傪		can3			0
au	髎		liau2			0
ung	癑		nung4			0
an	潫		yuan1			0
an	潫		wan1			0
au	蟰		siau1			0
iu	蟰		siu1			0
o	捳		yuo1			0
u	霚		wu4			0
ang	躿		kang1			0
in	卂		sin4			0
ui	卂		zhui4			0
i	闙		qi3			0
e	瑘		ye2			0
u	鯝		gu4			0
ai	恠		kuai4			0
y	旹		chy2			0
in	赾		qin3			0
iun	儁		ziun4			0
an	圅		han2			0
e	爗		ye1			0
i	冖		mi1			0
ou	餱	糇	hou2			0
in	檼		yin4			0
e	丿		pie1			0
i	丿		yi4			0
i	僀		di4			0
i	啙		zi1			0
y	啙		zy3			0
e	揢		ke1			0
a	詧		chua1			0
e	詧		cie1			0
iu	癯		qu2			0
an	飰		fan4			0
au	蓸		cau2			0
au	璙		liau2			0
au	璙		liau3			0
au	璙		liau4			0
an	嬜		an1			0
an	嬜		han1			0
in	嬜		xin1			0
an	酀		yan4			0
an	痃		xan2			0
au	髝		lau2			0
au	髝		lau4			0
o	蛥		sheo2			0
an	擹		tan1			0
in	櫽		yin3			0
i	豾		pi1			0
i	犂		li2			0
ai	嘅		kai4			0
eng	鬇		cheng2			0
ou	蜏		siou4			0
ou	蜏		you3			0
ou	蜏		you4			0
i	撎		yi4			0
in	嚚		yin2			0
ou	鮜		hou4			0
an	羴		xan1			0
ou	訽		hou4			0
iu	巈		ju1			0
a	黊		hua4			0
ui	黊		hui2			0
ai	烖		zai1			0
e	鎁		ye2			0
e	爀		he1			0
a	嚃		ta1			0
au	讑		yau4			0
u	樐		lu3			0
un	丨		gun3			0
ung	眮		tung2			0
ung	眮		dung4			0
ai	麳		lai2			0
i	攺		yi3			0
y	攺		sy4			0
i	磇		pi1			0
ang	摤		ciang3			0
y	迩		el3			0
ung	偬		zung3			0
ung	偬		zung4			0
ung	緵		zung1			0
ung	緵		zung4			0
y	柹		shy4			0
e	綊		xe2			0
e	别		bie1			0
e	别		bie2			0
i	启		qi3			0
au	窰		yau2			0
ui	蜹		rhui4			0
ui	蜹		wui4			0
o	蜹		rhuo1			0
au	奝		diau1			0
an	懢		lan2			0
an	懢		lan4			0
ou	肍		qou2			0
y	洔		zhy3			0
y	洔		zhy4			0
an	碝		rhuan3			0
en	訦		chen2			0
en	訦		shen4			0
u	溩		wu3			0
en	瘮		shen3			0
ui	携		hui2			0
ai	届		jai4			0
an	濓		lian2			0
iung	睘		qung2			0
ung	潨		zhung1			0
ung	潨		cung2			0
ui	陮		dui4			0
an	竱		duan1			0
an	竱		zhuan3			0
an	艶		yan4			0
en	霃		chen2			0
an	吅		xuan1			0
iung	吅		siung4			0
